id,case_number,date,primary_type,description,district,year,latitude,longitude
12528372,JE429914,2021-10-31T20:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,016,2021,41.949104539,-87.796436005
12528051,JE429423,2021-10-31T20:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,005,2021,41.700973133,-87.61603341
12528742,JE430330,2021-10-31T20:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,025,2021,41.906444168,-87.752195989
12527985,JE429430,2021-10-31T20:30:00.000,ROBBERY,STRONG ARM - NO WEAPON,008,2021,41.775096813,-87.703047685
12527959,JE429419,2021-10-31T20:20:00.000,CRIMINAL DAMAGE,TO PROPERTY,017,2021,41.945262261,-87.745381481
12529855,JE429438,2021-10-31T20:20:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,015,2021,41.886118287,-87.769963886
12528046,JE429410,2021-10-31T20:12:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,006,2021,41.750657714,-87.614956494
12528456,JE430039,2021-10-31T20:09:00.000,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,017,2021,41.943353774,-87.733467616
12528027,JE429421,2021-10-31T20:08:00.000,CRIMINAL TRESPASS,TO RESIDENCE,014,2021,41.915459344,-87.678337867
12528028,JE429416,2021-10-31T20:05:00.000,BATTERY,SIMPLE,009,2021,41.817591567,-87.643725796
12528041,JE429483,2021-10-31T20:04:00.000,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,001,2021,41.877661886,-87.627665516
12528079,JE429440,2021-10-31T20:03:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,018,2021,41.895002822,-87.621454706
12527962,JE429420,2021-10-31T20:01:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,010,2021,41.843853138,-87.718440683
12528777,JE430398,2021-10-31T20:00:00.000,BATTERY,SIMPLE,017,2021,41.953661256,-87.726716842
12528098,JE429556,2021-10-31T20:00:00.000,THEFT,$500 AND UNDER,011,2021,41.886406416,-87.706919954
12528514,JE430003,2021-10-31T20:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,008,2021,41.774481042,-87.699365656
12528336,JE429857,2021-10-31T20:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,009,2021,41.833550031,-87.676594044
12528874,JE430586,2021-10-31T20:00:00.000,KIDNAPPING,CHILD ABDUCTION / STRANGER,017,2021,41.964750515,-87.701762819
12532849,JE430275,2021-10-31T20:00:00.000,BATTERY,SIMPLE,016,2021,41.963438962,-87.785689489
12528494,JE430100,2021-10-31T20:00:00.000,THEFT,$500 AND UNDER,012,2021,41.881441785,-87.667837814
12531417,JE433567,2021-10-31T20:00:00.000,OTHER OFFENSE,EAVESDROPPING,008,2021,41.771117937,-87.693185122
12527971,JE429433,2021-10-31T20:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,017,2021,41.968251875,-87.727170457
12528388,JE429959,2021-10-31T20:00:00.000,THEFT,$500 AND UNDER,001,2021,41.87648302,-87.633685681
12528294,JE429757,2021-10-31T20:00:00.000,THEFT,$500 AND UNDER,009,2021,41.837669281,-87.640185571
12528104,JE429517,2021-10-31T20:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,002,2021,41.797973459,-87.616060295
12528503,JE429434,2021-10-31T19:57:00.000,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,024,2021,42.009928998,-87.687598736
12529951,JE431263,2021-10-31T19:56:00.000,THEFT,RETAIL THEFT,018,2021,41.903996883,-87.643230238
12527994,JE429414,2021-10-31T19:50:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,025,2021,41.920222593,-87.806136089
12529255,JE430006,2021-10-31T19:46:00.000,THEFT,OVER $500,017,2021,41.954760006,-87.716614766
12528077,JE429397,2021-10-31T19:45:00.000,BATTERY,SIMPLE,024,2021,42.007685581,-87.693225183
12528001,JE429393,2021-10-31T19:40:00.000,ROBBERY,ARMED - HANDGUN,008,2021,41.789939218,-87.781715977
12528007,JE429396,2021-10-31T19:40:00.000,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,001,2021,41.846248493,-87.626781335
12527976,JE429402,2021-10-31T19:40:00.000,CRIMINAL DAMAGE,TO PROPERTY,024,2021,41.994535605,-87.662029476
12528039,JE429504,2021-10-31T19:30:00.000,THEFT,$500 AND UNDER,006,2021,41.754165905,-87.652061133
12527961,JE429392,2021-10-31T19:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,019,2021,41.948707142,-87.646666855
12532862,JE429407,2021-10-31T19:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,011,2021,41.867580781,-87.695931771
12528279,JE429452,2021-10-31T19:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,018,2021,41.89250977,-87.626132152
12527912,JE429384,2021-10-31T19:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,012,2021,41.88654088,-87.665052586
12528210,JE429670,2021-10-31T19:30:00.000,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,011,2021,41.894459717,-87.719942561
12532305,JE434663,2021-10-31T19:30:00.000,THEFT,OVER $500,002,2021,41.799551883,-87.58811115
12527932,JE429390,2021-10-31T19:30:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,006,2021,41.749899475,-87.663426378
12527914,JE429373,2021-10-31T19:28:00.000,OTHER OFFENSE,TELEPHONE THREAT,012,2021,41.872332627,-87.679608149
12528040,JE429374,2021-10-31T19:27:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,020,2021,41.969105211,-87.65364778
12528024,JE429383,2021-10-31T19:25:00.000,ASSAULT,AGGRAVATED - HANDGUN,008,2021,41.765706895,-87.68694148
12528012,JE429378,2021-10-31T19:22:00.000,ROBBERY,STRONG ARM - NO WEAPON,018,2021,41.896667992,-87.628925534
12529143,JE429561,2021-10-31T19:20:00.000,CRIMINAL DAMAGE,TO VEHICLE,012,2021,41.887188344,-87.665493883
12550474,JE456720,2021-10-31T19:13:00.000,CRIMINAL DAMAGE,TO VEHICLE,025,2021,41.915729613,-87.746056778
12528073,JE429379,2021-10-31T19:08:00.000,ROBBERY,STRONG ARM - NO WEAPON,018,2021,41.911401334,-87.650200666
12533715,JE429361,2021-10-31T19:08:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,011,2021,41.875291967,-87.723702229
12528093,JE429368,2021-10-31T19:05:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.709446645,-87.564530754
12528010,JE429364,2021-10-31T19:05:00.000,BATTERY,SIMPLE,019,2021,41.945641647,-87.645714624
12528517,JE430001,2021-10-31T19:00:00.000,THEFT,$500 AND UNDER,019,2021,41.954376762,-87.662462099
12527993,JE429467,2021-10-31T19:00:00.000,THEFT,OVER $500,024,2021,41.990665731,-87.680488087
12534623,JE435549,2021-10-31T19:00:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,014,2021,41.92320352,-87.697370069
12528625,JE430227,2021-10-31T19:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.749368693,-87.561342779
12529035,JE430725,2021-10-31T18:50:00.000,THEFT,OVER $500,002,2021,41.799243582,-87.591782186
12529033,JE430714,2021-10-31T18:50:00.000,THEFT,OVER $500,002,2021,41.799243582,-87.591782186
12527987,JE429457,2021-10-31T18:45:00.000,CRIMINAL DAMAGE,TO PROPERTY,010,2021,41.844538907,-87.703196029
12528611,JE429349,2021-10-31T18:45:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,010,2021,41.858264122,-87.727380651
12528066,JE429348,2021-10-31T18:45:00.000,CRIMINAL DAMAGE,TO PROPERTY,016,2021,41.981051826,-87.839658835
12527906,JE429334,2021-10-31T18:44:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,009,2021,41.811544484,-87.644399577
12528094,JE429382,2021-10-31T18:43:00.000,CRIMINAL TRESPASS,TO RESIDENCE,020,2021,41.985124533,-87.669366893
12527975,JE429365,2021-10-31T18:41:00.000,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,024,2021,41.992187981,-87.679869253
12527908,JE429332,2021-10-31T18:38:00.000,BATTERY,SIMPLE,019,2021,41.954283202,-87.669499607
12528113,JE429345,2021-10-31T18:32:00.000,ASSAULT,AGGRAVATED - HANDGUN,002,2021,41.806009105,-87.596182616
12528146,JE429496,2021-10-31T18:30:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,025,2021,41.912347127,-87.725190394
12528169,JE429649,2021-10-31T18:30:00.000,THEFT,$500 AND UNDER,025,2021,41.906413452,-87.765806975
12528059,JE429366,2021-10-31T18:24:00.000,ROBBERY,STRONG ARM - NO WEAPON,018,2021,41.923588786,-87.651643394
12527937,JE429363,2021-10-31T18:22:00.000,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,008,2021,41.769417729,-87.689481267
12528129,JE429581,2021-10-31T18:15:00.000,BATTERY,SIMPLE,005,2021,41.703037478,-87.619657812
12532841,JE435257,2021-10-31T18:15:00.000,BURGLARY,FORCIBLE ENTRY,016,2021,41.983314685,-87.826183452
12527921,JE429377,2021-10-31T18:10:00.000,THEFT,RETAIL THEFT,008,2021,41.799911401,-87.742952841
12530019,JE430540,2021-10-31T18:10:00.000,ASSAULT,SIMPLE,003,2021,41.764581624,-87.561127448
12528022,JE429330,2021-10-31T18:05:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,008,2021,41.771278684,-87.6870945
12528052,JE429307,2021-10-31T18:04:00.000,BURGLARY,UNLAWFUL ENTRY,006,2021,41.739178813,-87.619444657
12528293,JE429744,2021-10-31T18:00:00.000,THEFT,$500 AND UNDER,009,2021,41.826192008,-87.642338348
12528378,JE429815,2021-10-31T18:00:00.000,BURGLARY,FORCIBLE ENTRY,024,2021,41.99816844,-87.662418044
12528828,JE430552,2021-10-31T18:00:00.000,THEFT,OVER $500,006,2021,41.751841025,-87.65013606
12528444,JE429871,2021-10-31T18:00:00.000,THEFT,$500 AND UNDER,025,2021,41.928982231,-87.722011652
12529912,JE431833,2021-10-31T18:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,007,2021,41.763174795,-87.626513215
12541754,JE446315,2021-10-31T18:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,018,2021,41.897966193,-87.631644061
12533092,JE434666,2021-10-31T18:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,025,2021,41.935411425,-87.717804557
12528390,JE429887,2021-10-31T18:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,006,2021,41.757900544,-87.610243024
12529795,JE431750,2021-10-31T18:00:00.000,BATTERY,SIMPLE,011,2021,41.884080884,-87.721466705
12527873,JE429328,2021-10-31T18:00:00.000,ASSAULT,SIMPLE,010,2021,41.850974901,-87.70032866
12533336,JE434727,2021-10-31T18:00:00.000,BURGLARY,FORCIBLE ENTRY,003,2021,41.760361887,-87.58617869
12528635,JE430229,2021-10-31T18:00:00.000,BATTERY,SIMPLE,002,2021,41.799520608,-87.590909799
12530660,JE432777,2021-10-31T18:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,001,2021,41.869418222,-87.628567586
12527981,JE429401,2021-10-31T17:51:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,020,2021,41.98365127,-87.658605557
12527844,JE429322,2021-10-31T17:50:00.000,CRIMINAL DAMAGE,TO PROPERTY,008,2021,41.782343952,-87.688607667
12527854,JE429317,2021-10-31T17:49:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,014,2021,41.903530261,-87.691967024
12528002,JE429305,2021-10-31T17:45:00.000,BATTERY,SIMPLE,004,2021,41.732429048,-87.585553602
12527856,JE429290,2021-10-31T17:40:00.000,ROBBERY,STRONG ARM - NO WEAPON,012,2021,41.903092417,-87.682916451
12528763,JE430196,2021-10-31T17:39:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,017,2021,41.970867968,-87.704875903
12528261,JE429695,2021-10-31T17:30:00.000,THEFT,$500 AND UNDER,025,2021,41.917025205,-87.738123298
12548826,JE429286,2021-10-31T17:30:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,003,2021,41.778011768,-87.586384474
12527862,JE429291,2021-10-31T17:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,015,2021,41.89674861,-87.756518925
12527966,JE429266,2021-10-31T17:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,010,2021,41.864611293,-87.712933257
12527917,JE429308,2021-10-31T17:23:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,002,2021,41.816142361,-87.599401026
12527924,JE429279,2021-10-31T17:20:00.000,BATTERY,SIMPLE,025,2021,41.909509901,-87.754996996
12529064,JE429282,2021-10-31T17:20:00.000,CRIMINAL DAMAGE,TO PROPERTY,006,2021,41.756777428,-87.603621899
12528053,JE429285,2021-10-31T17:18:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,005,2021,41.719109659,-87.631025492
12528156,JE429536,2021-10-31T17:13:00.000,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,002,2021,41.831483636,-87.62177368
12527983,JE429284,2021-10-31T17:07:00.000,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,016,2021,41.947669131,-87.805869575
12527861,JE429303,2021-10-31T17:05:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,014,2021,41.907465971,-87.692052535
12527915,JE429297,2021-10-31T17:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,002,2021,41.816056837,-87.600619919
12528296,JE429740,2021-10-31T17:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,006,2021,41.721603969,-87.632778573
12527809,JE429209,2021-10-31T17:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,006,2021,41.756873636,-87.67210601
12530994,JE433035,2021-10-31T17:00:00.000,THEFT,$500 AND UNDER,024,2021,42.019883291,-87.667150628
12527857,JE429313,2021-10-31T17:00:00.000,ASSAULT,SIMPLE,015,2021,41.879464701,-87.748254352
12529146,JE430807,2021-10-31T17:00:00.000,BURGLARY,FORCIBLE ENTRY,014,2021,41.917690693,-87.68079884
12531925,JE432590,2021-10-31T17:00:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,003,2021,41.783384053,-87.617253227
12530436,JE432489,2021-10-31T17:00:00.000,THEFT,$500 AND UNDER,024,2021,42.009391304,-87.698451399
12529081,JE430678,2021-10-31T17:00:00.000,ROBBERY,ARMED - HANDGUN,004,2021,41.751717281,-87.567002336
12528193,JE429625,2021-10-31T17:00:00.000,OTHER OFFENSE,OTHER VEHICLE OFFENSE,022,2021,41.729260091,-87.642209465
12529821,JE431775,2021-10-31T17:00:00.000,THEFT,OVER $500,017,2021,41.948952348,-87.699319825
12528078,JE429295,2021-10-31T17:00:00.000,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,014,2021,41.904934309,-87.711745876
12527969,JE429232,2021-10-31T16:55:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,010,2021,41.860268591,-87.709150096
12530901,JE432173,2021-10-31T16:45:00.000,THEFT,OVER $500,014,2021,41.909454331,-87.683538869
12541648,JE446013,2021-10-31T16:45:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,018,2021,41.893281677,-87.627596446
12527848,JE429267,2021-10-31T16:41:00.000,BATTERY,SIMPLE,011,2021,41.875940367,-87.743821518
12527826,JE429247,2021-10-31T16:34:00.000,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,018,2021,41.907153315,-87.639680572
12527972,JE429261,2021-10-31T16:34:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,003,2021,41.759885725,-87.566392026
12529802,JE431500,2021-10-31T16:30:00.000,THEFT,$500 AND UNDER,022,2021,41.709964289,-87.658285318
12527790,JE429194,2021-10-31T16:30:00.000,BATTERY,SIMPLE,009,2021,41.809829191,-87.634385781
12527880,JE429327,2021-10-31T16:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,022,2021,41.718897411,-87.662092824
12527823,JE429190,2021-10-31T16:25:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,011,2021,41.874501305,-87.713898762
12527866,JE429248,2021-10-31T16:23:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,018,2021,41.894327846,-87.62814321
12530116,JE429444,2021-10-31T16:22:00.000,THEFT,OVER $500,011,2021,41.872585651,-87.721546977
12527978,JE429192,2021-10-31T16:20:00.000,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,008,2021,41.77508445,-87.754409844
12527905,JE429206,2021-10-31T16:16:00.000,NARCOTICS,POSSESS - HEROIN (WHITE),011,2021,41.872585651,-87.721546977
12527852,JE429256,2021-10-31T16:15:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,006,2021,41.758361509,-87.617681742
12528258,JE429696,2021-10-31T16:15:00.000,BURGLARY,FORCIBLE ENTRY,012,2021,41.85147719,-87.643174752
12528619,JE430071,2021-10-31T16:15:00.000,THEFT,OVER $500,005,2021,41.69993294,-87.619102587
12527834,JE429207,2021-10-31T16:14:00.000,BATTERY,SIMPLE,001,2021,41.868239517,-87.627442396
12527794,JE429178,2021-10-31T16:11:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,009,2021,41.806042401,-87.673412593
12527997,JE429202,2021-10-31T16:10:00.000,ASSAULT,SIMPLE,015,2021,41.877497847,-87.760382378
12529000,JE429193,2021-10-31T16:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.736470023,-87.575705826
12528016,JE429188,2021-10-31T16:10:00.000,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,003,2021,41.764049127,-87.58054609
12527875,JE429184,2021-10-31T16:04:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,010,2021,41.844538907,-87.703196029
12533497,JE435307,2021-10-31T16:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,014,2021,41.907127255,-87.678232016
12528020,JE429265,2021-10-31T16:00:00.000,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,003,2021,41.764581624,-87.561127448
12527910,JE429357,2021-10-31T16:00:00.000,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",008,2021,41.744436747,-87.695461951
12529495,JE431296,2021-10-31T16:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,001,2021,41.881944424,-87.634195294
12527888,JE429241,2021-10-31T16:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,002,2021,41.815925906,-87.598167241
12527759,JE429175,2021-10-31T16:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,018,2021,41.922549906,-87.652304843
12528184,JE429591,2021-10-31T16:00:00.000,BURGLARY,FORCIBLE ENTRY,011,2021,41.87173019,-87.718603156
12527897,JE429339,2021-10-31T16:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,019,2021,41.931684824,-87.648973638
12527988,JE429234,2021-10-31T16:00:00.000,THEFT,$500 AND UNDER,016,2021,41.942842093,-87.761731154
12527742,JE429152,2021-10-31T15:50:00.000,THEFT,PURSE-SNATCHING,016,2021,41.947589646,-87.807086977
12528609,JE429274,2021-10-31T15:45:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,003,2021,41.764375325,-87.572159335
12531522,JE429170,2021-10-31T15:40:00.000,CRIMINAL DAMAGE,TO VEHICLE,007,2021,41.79005429,-87.655982593
12527758,JE429176,2021-10-31T15:40:00.000,CRIMINAL DAMAGE,TO VEHICLE,014,2021,41.904805391,-87.691307724
12527859,JE429223,2021-10-31T15:30:00.000,BATTERY,SIMPLE,014,2021,41.927522553,-87.693843452
12527970,JE429128,2021-10-31T15:23:00.000,ASSAULT,SIMPLE,010,2021,41.856730971,-87.693146964
12527958,JE429136,2021-10-31T15:21:00.000,CRIMINAL TRESPASS,TO LAND,018,2021,41.889906681,-87.624100509
12527775,JE429125,2021-10-31T15:20:00.000,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,022,2021,41.73587734,-87.641871064
12528084,JE429171,2021-10-31T15:20:00.000,ASSAULT,AGGRAVATED - HANDGUN,005,2021,41.708309772,-87.60833063
12527730,JE429107,2021-10-31T15:20:00.000,THEFT,RETAIL THEFT,017,2021,41.968234567,-87.728571616
12527810,JE429165,2021-10-31T15:20:00.000,CRIMINAL DAMAGE,TO PROPERTY,006,2021,41.743226248,-87.652843687
12527798,JE429147,2021-10-31T15:15:00.000,ASSAULT,SIMPLE,006,2021,41.736269116,-87.627768243
12527782,JE429158,2021-10-31T15:15:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,025,2021,41.90650677,-87.765809822
12531697,JE434059,2021-10-31T15:15:00.000,CRIMINAL DAMAGE,TO PROPERTY,006,2021,41.723645571,-87.618492036
12527829,JE429143,2021-10-31T15:15:00.000,THEFT,$500 AND UNDER,011,2021,41.867125496,-87.721202532
12527800,JE429270,2021-10-31T15:15:00.000,THEFT,$500 AND UNDER,015,2021,41.89672373,-87.759769798
12527786,JE429151,2021-10-31T15:08:00.000,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,024,2021,42.011525703,-87.697355718
12528292,JE429745,2021-10-31T15:00:00.000,THEFT,OVER $500,004,2021,41.75310285,-87.550270556
12527900,JE429338,2021-10-31T15:00:00.000,THEFT,$500 AND UNDER,001,2021,41.881928727,-87.635675359
12528071,JE429488,2021-10-31T15:00:00.000,BURGLARY,FORCIBLE ENTRY,009,2021,41.838017105,-87.648302823
12527896,JE429275,2021-10-31T14:50:00.000,THEFT,OVER $500,004,2021,41.749297482,-87.548000769
12527795,JE429242,2021-10-31T14:50:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,007,2021,41.767911117,-87.668759546
12527870,JE429089,2021-10-31T14:50:00.000,BATTERY,SIMPLE,014,2021,41.916982332,-87.711900868
12535483,JE437856,2021-10-31T14:45:00.000,THEFT,FROM BUILDING,012,2021,41.876265763,-87.651863802
12527756,JE429111,2021-10-31T14:43:00.000,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,020,2021,41.97767311,-87.694842447
12527772,JE429106,2021-10-31T14:39:00.000,ASSAULT,SIMPLE,014,2021,41.933174769,-87.689266577
12527747,JE429078,2021-10-31T14:30:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,008,2021,41.785663912,-87.703332868
12528062,JE429481,2021-10-31T14:30:00.000,BURGLARY,FORCIBLE ENTRY,011,2021,41.876985721,-87.733710465
12527765,JE429212,2021-10-31T14:30:00.000,THEFT,FROM BUILDING,012,2021,41.858372143,-87.666164545
12527911,JE429203,2021-10-31T14:22:00.000,THEFT,$500 AND UNDER,024,2021,42.021138012,-87.668679532
12530618,JE431341,2021-10-31T14:20:00.000,ASSAULT,AGGRAVATED - HANDGUN,003,2021,41.769708488,-87.585263769
12528888,JE430264,2021-10-31T14:18:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,003,2021,41.783182689,-87.60964371
12527766,JE429164,2021-10-31T14:14:00.000,CRIMINAL DAMAGE,TO PROPERTY,014,2021,41.929184099,-87.697534838
12529410,JE431082,2021-10-31T14:13:00.000,OTHER OFFENSE,OTHER VEHICLE OFFENSE,015,2021,41.87655044,-87.763563357
12527796,JE429094,2021-10-31T14:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,008,2021,41.797448018,-87.779520845
12529097,JE430767,2021-10-31T14:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,015,2021,41.889011147,-87.768932174
12528427,JE429823,2021-10-31T14:00:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,007,2021,41.775521875,-87.633317618
12528176,JE429463,2021-10-31T14:00:00.000,ASSAULT,SIMPLE,024,2021,41.994777498,-87.700756047
12529190,JE429603,2021-10-31T14:00:00.000,THEFT,$500 AND UNDER,014,2021,41.928413173,-87.688711799
12528368,JE429830,2021-10-31T14:00:00.000,THEFT,OVER $500,001,2021,,
12527793,JE429276,2021-10-31T14:00:00.000,THEFT,POCKET-PICKING,018,2021,41.891749251,-87.623404339
12528021,JE429210,2021-10-31T14:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,003,2021,41.769708488,-87.585263769
12529083,JE430732,2021-10-31T14:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,005,2021,41.655308919,-87.616723274
12528726,JE430362,2021-10-31T13:56:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,015,2021,41.886170752,-87.75894976
12527740,JE429070,2021-10-31T13:51:00.000,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,015,2021,41.887229618,-87.764379257
12527734,JE429036,2021-10-31T13:50:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,009,2021,41.823528865,-87.703211297
12532325,JE434634,2021-10-31T13:49:00.000,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,016,2021,41.976960773,-87.76891754
12527699,JE429061,2021-10-31T13:47:00.000,BATTERY,SIMPLE,025,2021,41.919897938,-87.732761407
12528011,JE429177,2021-10-31T13:39:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,019,2021,41.939559429,-87.679355664
12530927,JE432267,2021-10-31T13:35:00.000,THEFT,$500 AND UNDER,006,2021,41.746844091,-87.611169627
12528951,JE429946,2021-10-31T13:28:00.000,THEFT,RETAIL THEFT,017,2021,41.975370278,-87.744023432
12527710,JE429038,2021-10-31T13:16:00.000,OTHER OFFENSE,OTHER WEAPONS VIOLATION,007,2021,41.766345436,-87.655363291
12527620,JE429008,2021-10-31T13:12:00.000,THEFT,RETAIL THEFT,014,2021,41.92480533,-87.697717952
12527664,JE429031,2021-10-31T13:10:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,008,2021,41.776463295,-87.69210544
12527899,JE429237,2021-10-31T13:00:00.000,BATTERY,SIMPLE,006,2021,41.741104207,-87.638513586
12527963,JE429405,2021-10-31T13:00:00.000,THEFT,$500 AND UNDER,010,2021,41.851538253,-87.725362983
12529496,JE431244,2021-10-31T13:00:00.000,THEFT,$500 AND UNDER,019,2021,41.951188315,-87.650415648
12530762,JE432741,2021-10-31T13:00:00.000,BATTERY,SIMPLE,017,2021,41.954115505,-87.719760574
12527833,JE429098,2021-10-31T13:00:00.000,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,015,2021,41.893408918,-87.765338129
12527797,JE429102,2021-10-31T13:00:00.000,ASSAULT,SIMPLE,006,2021,41.736148121,-87.629070243
12534855,JE437061,2021-10-31T13:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,016,2021,41.941551514,-87.830160748
12530720,JE432877,2021-10-31T13:00:00.000,BURGLARY,ATTEMPT FORCIBLE ENTRY,020,2021,41.981904308,-87.691824725
12532400,JE434741,2021-10-31T13:00:00.000,THEFT,OVER $500,024,2021,41.991167619,-87.687225593
12528717,JE430263,2021-10-31T13:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,003,2021,41.785044121,-87.618980083
12527822,JE429201,2021-10-31T13:00:00.000,BATTERY,SIMPLE,016,2021,41.985653018,-87.781615015
12527708,JE429022,2021-10-31T12:55:00.000,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",001,2021,41.868385458,-87.639229711
12528274,JE429009,2021-10-31T12:51:00.000,ASSAULT,SIMPLE,012,2021,41.893197887,-87.675417738
12527659,JE429032,2021-10-31T12:50:00.000,THEFT,POCKET-PICKING,012,2021,41.857848742,-87.662994729
