systemstop,objectid,street,routesstpg,public_nam,point_x,point_y
11825,748,HARLEM,90,Harlem & Summerdale,-87.80689259,41.97779537
2114,749,KING DRIVE,3,King Drive & 86th Street,-87.61440562,41.73836733
10328,750,CICERO,54,Cicero & Cornelia,-87.74688435,41.94461771
15489,751,CHICAGO,201,Chicago & Church,-87.67871499,42.04782831
9668,752,AUSTIN,91,Austin & Cullom,-87.776883,41.95843
11633,753,CENTRAL,"85,85A",Central & Catalpa,-87.768305,41.981033
9065,754,PULASKI,53,Pulaski & 30th Street,-87.724319,41.838635
14417,755,GRANT,205,Grant & Grey,-87.70211621,42.05908662
9714,756,LAWRENCE,81W,Lawrence & Courtland,-87.83147139,41.96657549
10167,757,69TH STREET,67,69th Street & Peoria,-87.64704073,41.76874902
3367,758,65TH STREET,165,65th Street & Central,-87.76168062,41.77429632
11150,759,KIMBALL,82,Kimball & Palmer,-87.712058,41.92109
11475,760,RIDGE,84,Ridge & Wayne,-87.66312404,41.98557516
6205,761,ASHLAND,"9,X9",Ashland & Pershing,-87.66526481,41.82342621
4385,762,ARCHER,"62,62H",Archer & Cicero,-87.74333649,41.79873174
5159,763,RACINE,44,Racine & 47th Street,-87.65533046,41.80854092
5338,764,BROADWAY,36,Broadway & Bryn Mawr/Ridge,-87.66018589,41.98386961
5367,765,BROADWAY,36,Broadway & Wellington,-87.644362,41.936579
8629,766,69TH STREET,169,69th Street & State (Red Line),-87.62527051,41.76910793
129,767,JACKSON,126,Jackson & Hamlin,-87.72104802,41.8772105
12599,768,ADDISON,152,Addison & Laramie,-87.75675319,41.9460168
12581,769,ADDISON,152,Addison & St. Louis,-87.71506138,41.9465937
5112,770,CANAL,44,Canal & 26th Street,-87.6382457,41.84560309
76,771,MICHIGAN,"3,4,6,J14,26,143",Michigan & Jackson,-87.624193,41.878135
10323,772,CICERO,54,Cicero & Wellington,-87.74659708,41.93510674
14854,773,CALIFORNIA,94,California & 63rd Street,-87.69332656,41.77927614
15456,774,ASHLAND,9,Ashland & 81st Street,-87.6632166,41.74692475
8317,775,WESTERN,"49,67,94,X49",Western & 69th Street,-87.68320658,41.76822045
4169,776,CALIFORNIA,94,California & 42nd Street,-87.69434509,41.81730928
5075,777,RACINE,44,Racine & Garfield,-87.65479408,41.79446756
11629,778,CENTRAL,85,Central & Lawrence,-87.76738701,41.96768625
2491,779,COTTAGE GROVE,4,Cottage Grove & Marquette Rd,-87.60569199,41.77487272
10295,780,CICERO,54,Cicero & Maypole,-87.745341,41.884361
15170,781,HARRISON,7,Harrison & Central Park,-87.71555645,41.87347437
744,782,GRAND,65,Grand & Franklin,-87.63563348,41.89150738
5667,783,IRVING PARK,"9,80",Irving Park & Southport,-87.6643419,41.9542736
9426,784,87TH STREET,87,87th Street & Dorchester,-87.59064173,41.73680448
4762,785,FOSTER,92,Foster & Tripp,-87.73447122,41.97539629
3756,786,LAWRENCE,81,Lawrence & Western,-87.68914186,41.96853652
11338,787,MONTROSE,78,Montrose & Kimball,-87.713245,41.961071
15260,788,59TH STREET,59,59th Street & Sacramento,-87.69817227,41.78627527
16103,789,ROOSEVELT,12,Roosevelt & Loomis,-87.66133342,41.86681081
12988,790,59TH STREET,59,59th Street & Halsted,-87.64510503,41.78695303
15196,791,55TH STREET,"55A,55N",55th Street & Laramie,-87.75213895,41.79282341
1292,792,FULLERTON,74,Fullerton & Melvina,-87.78061594,41.923692
7733,793,PERSHING,39,Pershing & King Drive,-87.61735023,41.82375464
12459,794,119TH STREET,119,119th Street & Wentworth,-87.62756892,41.67791639
902,795,NORTH AVENUE,72,North Ave & Ashland,-87.66787773,41.91055657
3488,796,95TH STREET,95,95th Street & Leavitt,-87.67735639,41.72088921
9675,797,LAWRENCE,"81W,91",Lawrence & Austin/Mason,-87.77692805,41.96758666
11314,798,MONTROSE,78,Montrose & Menard,-87.772252,41.960354
15413,799,35TH STREET,35,35th Street & Wallace,-87.64096854,41.83075094
12402,800,111TH STREET,112,111th Street & Bell,-87.67768896,41.69174656
12073,801,LUNT,96,Lunt & Western,-87.68995666,42.00865641
6361,802,CLINTON,"7,60,126,157",Clinton & Jackson,-87.641151,41.87814
14203,803,OGDEN,12,Ogden & Taylor,-87.68084431,41.86893197
14806,804,FOSTER,92,Foster & Kostner,-87.73821147,41.97548307
12489,805,ADDISON,152,Addison & Melvina,-87.781482,41.94566
6189,806,ASHLAND,"9,X9",Ashland & Garfield,-87.66443238,41.79414887
11279,807,KIMBALL,82,Kimball & Montrose,-87.713061,41.961042
14578,808,WESTERN,"49,X49",Western & 59th Street,-87.68396369,41.78628904
12292,809,103RD STREET,106,103rd Street & Michigan,-87.62004118,41.70728631
9350,810,BELMONT,77,Belmont & Harlem,-87.8064702,41.93806847
4129,811,ARMITAGE,73,Armitage & Kostner,-87.7361722,41.91710939
124,812,JACKSON,126,Jackson & Kedzie,-87.70627812,41.87739519
2624,813,79TH STREET,79,79th Street & Kenwood,-87.59174129,41.75148299
1263,814,FULLERTON,74,Fullerton & Kilbourn,-87.73891406,41.92441912
15830,815,CHICAGO,66,Chicago & Menard,-87.77060918,41.89484992
4542,816,55TH STREET,"55A,55N",55th Street & Cicero,-87.74265033,41.79318729
15159,817,103RD STREET,103,103rd Street & Wentworth,-87.62867585,41.70716371
4110,818,ARMITAGE,73,Armitage & California,-87.69703407,41.91755296
14981,819,ROOSEVELT,12,Roosevelt & California,-87.69620946,41.86660599
7996,820,43RD STREET,43,43rd Street & Drexel,-87.6045865,41.81689898
5320,319,STONY ISLAND,"6,15,28",Stony Island & 63rd Street,-87.58635116,41.78047225
8707,320,DAMEN,48,Damen & 83rd Street,-87.672839,41.742807
14978,321,HALSTED,"8A,108",Halsted & 107th Street,-87.64274308,41.69935242
6076,322,ASHLAND,"9,X9",Ashland & 43rd Street,-87.66523268,41.81592123
1480,323,LINCOLN,11,Lincoln & Sunnyside,-87.68481646,41.96308112
6009,324,ASHLAND,9,Ashland & Wrightwood,-87.66840601,41.92884949
2233,325,KING DRIVE,3,King Drive & 65th Street,-87.61562,41.776388
9908,326,NORTHWEST HWY,68,Northwest Hwy & Oliphant,-87.81601158,42.00273158
4422,327,ARCHER,62,Archer & Sacramento,-87.6994427,41.8169142
4636,328,WELLS,37,Wells & Jackson,-87.633793,41.878194
7094,329,TORRENCE,71,Torrence & 106th Street,-87.55970672,41.70284711
17663,330,83RD STREET,24,83rd Street & Vincennes,-87.63567039,41.74398743
17664,331,83RD STREET,24,83rd Street & Holland,-87.63233926,41.74347769
17665,332,HOLLAND,24,8400 S Holland,-87.63211859,41.74144204
17666,333,HOLLAND,24,8500 S Holland,-87.6320755,41.73909856
17667,334,HOLLAND,24,8501 S Holland,-87.63183008,41.73934022
17668,335,HOLLAND,24,8401 S Holland,-87.63190363,41.74121623
17669,336,83RD STREET,24,83rd Street & Holland,-87.63251207,41.74360292
8778,337,DAMEN,48,Damen & 59th Street,-87.67420183,41.786725
10495,338,55TH STREET,55,55th Street & Kilpatrick,-87.73991156,41.79294409
10931,339,75TH STREET,75,75th Street & Lafayette,-87.626593,41.758046
1636,340,51ST STREET,15,51st Street & Cottage Grove,-87.60657938,41.80219055
9408,341,87TH STREET,87,87th Red Line Station,-87.62482928,41.7361613
8062,342,43RD STREET,43,43rd Street & Drexel,-87.60385917,41.81677624
9638,343,AUSTIN,91,Austin & Division,-87.7752696,41.90189912
11748,344,NARRAGANSETT,86,Narragansett & Wrightwood,-87.785489,41.9273
11476,345,RIDGE,84,Ridge & Glenwood,-87.664927,41.986659
15445,346,KEDZIE,11,Kedzie & Touhy,-87.70914201,42.01197222
14030,347,AVENUE O,30,Avenue O & 134th Street,-87.53997325,41.65189447
14528,348,LASALLE,156,LaSalle & Kinzie,-87.63236867,41.88937563
17183,349,ASHLAND,9,Ashland & Polk,-87.66667512,41.87147509
10226,350,CICERO,54,Cicero & Grand,-87.74613314,41.9141716
1689,351,WESTERN,49B,Western & Jarvis,-87.69013526,42.01558983
6016,352,ASHLAND,"9,X9",Ashland & Cortland,-87.66793248,41.91630396
84,353,VAN BUREN,37,Van Buren & Canal,-87.63938046,41.87682748
5738,354,IRVING PARK,80,Irving Park & Oak Park,-87.7960992,41.95280984
1282,355,FULLERTON,74,Fullerton & Narragansett,-87.7852845,41.92378886
15676,356,DIVISION,70,Division & Wells,-87.63492031,41.90391691
479,357,MADISON,20,Madison & Sacramento,-87.701062,41.881088
864,358,NORTH AVENUE,72,North Ave & Long,-87.761029,41.909379
14813,359,MONTROSE,78,Montrose & California,-87.6980109,41.96119475
3729,360,LAWRENCE,81,Lawrence & Leclaire,-87.75514647,41.96783793
12392,361,111TH STREET,112,111th Street & Kedzie,-87.70096611,41.69149952
2939,362,115TH STREET,115,115th Street & Racine,-87.65196366,41.68489116
15206,363,CHICAGO,66,Chicago & Paulina,-87.66940692,41.89595185
14812,364,FULLERTON,74,Fullerton & Central,-87.7657416,41.9238739
1296,365,FULLERTON,74,Fullerton & Menard,-87.77095686,41.9238215
14810,366,GRAND,65,Grand & Narragansett,-87.78504053,41.922446
2728,367,79TH STREET,"79,169",79th Street & Pulaski,-87.72149967,41.74939638
11318,368,MONTROSE,78,Montrose & Long,-87.762416,41.96048
10549,369,GARFIELD,55,Garfield & King Drive,-87.6161524,41.79441235
15043,370,CHICAGO,66,Chicago & Rockwell,-87.69155692,41.89561683
15001,371,DEVON,96,Devon & Kedzie Terminal,-87.70952663,41.99786612
17324,372,PULASKI,53,Pulaski & Bryn Mawr,-87.72852807,41.98266396
5488,373,MILWAUKEE,56,Milwaukee & Ashland (Blue Line),-87.66767923,41.90402947
963,374,NORTH AVENUE,72,North Ave & Lawndale,-87.71885413,41.91009453
926,375,NORTH AVENUE,"N9,72",North Ave & Wells,-87.63452737,41.91118658
15306,376,CERMAK,21,Cermak & Leavitt,-87.68115347,41.85215974
11084,377,DIVERSEY,76,Diversey & Kilpatrick,-87.74401579,41.93162958
8801,378,DAMEN,48,Damen & 83rd Street,-87.67304986,41.74297238
15041,379,MILWAUKEE,56,Milwaukee & Fullerton,-87.70030322,41.92460752
6082,380,ASHLAND,9,Ashland & 49th Street,-87.66499628,41.80504056
4521,381,ARCHER,"62,62H",Archer & Lockwood,-87.75497022,41.79695658
1405,382,ARMITAGE,73,Armitage & Clark,-87.63626476,41.91836831
9284,383,BELMONT,77,Belmont & Southport,-87.6639978,41.93969678
9265,384,BELMONT,77,Belmont & Kostner,-87.73714468,41.93889163
9428,385,87TH STREET,87,87th Street & Stony Island (Nearside),-87.58580436,41.73683919
7341,386,AVENUE O,30,Avenue O & 116th Street,-87.53999666,41.68470941
8935,387,DAMEN,50,Damen & Webster,-87.677703,41.9213
6478,388,LASALLE,"24,39",LaSalle & Pershing,-87.6295682,41.82395209
8169,389,47TH STREET,47,47th Street & Halsted,-87.64569747,41.80879207
3266,390,63RD STREET,63,63rd Street & St. Louis,-87.710133,41.778892
11393,391,MONTROSE,78,Montrose & Hamlin,-87.72282573,41.96107385
12586,392,ADDISON,152,Addison & Pulaski,-87.72726222,41.94643977
927,393,NORTH AVENUE,"N9,72",North Ave & Sedgwick (Brown Line),-87.63841909,41.91122311
3228,394,63RD STREET,63,63rd Street & Wentworth,-87.62998054,41.78005202
9454,395,87TH STREET,87,87th Street & Commercial,-87.55172575,41.73744325
206,396,HARRISON,"7,60,755",Harrison & Halsted,-87.64775,41.874441
5707,397,IRVING PARK,80,Irving Park & Hamlin,-87.72255106,41.95381454
4094,398,CORTLAND,73,Cortland & Southport,-87.66289,41.917095
14828,399,MONTROSE,78,Montrose & Ashland,-87.66958774,41.96165552
15183,400,36TH STREET,35,36th Street & Kedzie,-87.70436515,41.82813953
473,401,MADISON,20,Madison & Western,-87.686193,41.881235
4115,402,ARMITAGE,73,Armitage & Kedzie,-87.70678834,41.91746599
12167,403,103RD STREET,103,103rd Street & State,-87.62338394,41.7072341
12186,404,103RD STREET,103,103rd Street & Wood,-87.66701618,41.70665751
11827,405,HIGGINS,90,Higgins & Harlem,-87.8074118,41.98129468
2376,406,STATE,"29,62",State & Roosevelt,-87.62753585,41.86759377
1597,407,MICHIGAN,"1,3,4",Michigan & Cullerton,-87.62399267,41.85534056
6111,408,ASHLAND,9,Ashland & 76th Street,-87.66370353,41.75592748
1479,409,LINCOLN,11,Lincoln & Montrose/Leavitt,-87.68366312,41.96128322
17338,410,KEDZIE,52,Kedzie & Archer,-87.70429526,41.81382133
2382,411,STATE,"29,62",State & 18th Street,-87.6273364,41.85753705
15039,412,NARRAGANSETT,86,Narragansett & Diversey,-87.78577606,41.93083059
5181,413,RACINE,44,Racine & Marquette Rd,-87.65439757,41.77243564
14618,414,ASHLAND,9,Ashland & Wellington,-87.66862968,41.93595791
8614,415,BROADWAY,36,Broadway & Hollywood,-87.660241,41.985508
8758,416,DAMEN,50,Damen & Archer,-87.67539647,41.83191788
14509,417,WACKER (upper),"2,6,10,134,135,136,146,148",Wacker (Upper) & Wabash,-87.62648695,41.88754404
2194,418,KING DRIVE,3,King Drive & 26th Street,-87.61776811,41.84545476
9472,419,87TH STREET,87,87th Street & Dorchester,-87.590098,41.736912
6450,420,WENTWORTH,24,Wentworth & Marquette Rd,-87.62986882,41.77258351
16194,421,BROADWAY,36,Broadway & Wilson,-87.65747542,41.96559124
6547,422,VINCENNES,24,Vincennes & 75th Street/Yale,-87.63147531,41.75821301
17363,423,KING DRIVE,3,King Drive & 79th Street,-87.61503894,41.75092081
17342,424,BELMONT,77,Belmont & Western/Clybourn,-87.68763836,41.93938755
14451,425,BROADWAY,36,Broadway & Addison,-87.64715229,41.94701409
8297,426,WESTERN,"49,X49",Western & 69th Street,-87.68349472,41.76845216
17405,427,ADDISON,152,Addison & Central,-87.76652536,41.94581596
6524,428,GARFIELD,"24,55",Garfield Red Line Station,-87.63104442,41.79411546
5023,429,CLINTON,"125,130",Clinton & Washington,-87.641313,41.883314
6675,430,OGDEN serv.dr.,18,Ogden & Sacramento,-87.70113115,41.85921125
6195,431,ASHLAND,9,Ashland & 49th Street,-87.66474944,41.80507134
703,432,GRAND,65,Grand & Hamlin,-87.72159442,41.90418821
305,433,ROOSEVELT,12,Roosevelt & Blue Island,-87.65360529,41.86693795
5662,434,IRVING PARK,80,Irving Park Brown Line Station,-87.67486629,41.95410273
3448,435,63RD STREET,63,63rd Street & Woodlawn,-87.59628914,41.78046005
4750,436,FOSTER,92,Foster & Long,-87.762865,41.975095
6317,437,26TH STREET,60,26th Street & Albany,-87.702674,41.844495
11327,438,MONTROSE,78,Montrose & Kilbourn,-87.74118035,41.96071442
5620,439,IRVING PARK,80,Irving Park & Menard,-87.77200748,41.95301847
14976,440,ROOSEVELT,12,Roosevelt & Ashland,-87.66587889,41.86673353
5670,441,IRVING PARK,80,Irving Park & Sheridan,-87.65468804,41.95441855
9291,442,BELMONT,"77,151,156",Belmont & Sheridan,-87.63977241,41.94004911
1327,443,FULLERTON,74,Fullerton & Sacramento,-87.702422,41.924702
16067,444,47TH STREET,47,47th Street & Homan,-87.70849809,41.80800427
9273,445,BELMONT,77,Belmont & Central Park,-87.71746099,41.93914853
12469,446,ADDISON,152,Addison & Forest Preserve Avenue,-87.8256147,41.9450165
15787,447,87TH STREET,87,87th Street & Ashland,-87.662562,41.73567553
7798,448,PERSHING,39,Pershing & Kedzie,-87.70463903,41.82252159
12238,449,106TH STREET,"26,100",106th Street & Avenue O,-87.54024857,41.70267921
3742,450,LAWRENCE,81,Lawrence & Hamlin,-87.72324927,41.96819794
9374,451,87TH STREET,87,87th Street & Lawndale,-87.71419424,41.73487145
14056,452,CLARK,"22,97,201,205,206",Clark & Howard,-87.67632528,42.01918517
10252,453,CICERO,54,Cicero Blue Line Station,-87.74506329,41.87161396
510,454,CHICAGO,66,Chicago & Austin Terminal,-87.77484321,41.89492553
2537,455,COTTAGE GROVE,4,Cottage Grove & 37th Street,-87.60896572,41.82782908
5476,456,MILWAUKEE,56,Milwaukee & Armitage,-87.688968,41.917707
5209,457,JEFFERY,"J14,15",Jeffery & 67th Street,-87.57657823,41.77315424
5790,458,HALSTED,"8,132",Halsted & Milwaukee/Grand (Blue Line),-87.64770866,41.89145555
1494,459,LINCOLN,11,Lincoln & Bryn Mawr,-87.6947361,41.98304912
4517,460,ARCHER,"62,62H",Archer & Lavergne,-87.74767867,41.79805927
6091,461,ASHLAND,9,Ashland & 57th Street,-87.66463315,41.79045553
5995,462,ASHLAND,"9,X9",Ashland & Irving Park,-87.66917232,41.95409096
1,463,JACKSON,126,Jackson & Austin Terminal,-87.77410482,41.87632184
1846,464,CLARK,"22,36",Clark & North Ave,-87.63186892,41.91131123
2549,465,COTTAGE GROVE,4,Cottage Grove & 47th Street,-87.60667736,41.80964899
5443,466,MILWAUKEE,56,Milwaukee & Irving Park/Cicero,-87.747703,41.953581
3865,467,LARAMIE,57,Laramie & Washington,-87.755065,41.882266
15756,468,STATE,29,4900 S State,-87.62587612,41.80580749
1199,469,SHERIDAN,"136,147,151",Sheridan & Rosemont,-87.655503,41.996592
9998,470,KEDZIE,52A,Kedzie & 79th Street,-87.70230819,41.74964316
7746,471,PERSHING,39,Pershing & Cottage Grove,-87.60677568,41.8240502
636,472,CHICAGO,"52,66",Chicago & Grand,-87.6997458,41.89570621
13060,473,59TH STREET,59,59th Street & Morgan,-87.64969687,41.7870195
357,474,ROOSEVELT,12,Roosevelt & Spaulding,-87.70792594,41.86644971
10866,475,75TH STREET,75,75th Street & Stony Island,-87.58556166,41.75882385
15268,476,63RD STREET,63,63rd Street & Knox,-87.73845679,41.77853584
808,477,GRAND,65,Grand & Division,-87.71729954,41.90262083
15519,478,CLARK,"22,78",Clark & Wilson,-87.66677362,41.96502865
15512,479,STATE,29,State & 53rd Street,-87.6256832,41.79839203
6274,480,ASHLAND,9,Ashland & Roscoe,-87.66861634,41.94316891
2462,481,COTTAGE GROVE,"4,N5,95",Cottage Grove & 95th Street,-87.60436028,41.72240198
9665,482,AUSTIN,91,Austin & Irving Park,-87.77667787,41.95293517
2181,483,KING DRIVE,3,King Drive & 26th Street,-87.61722,41.845508
8933,484,DAMEN,50,Damen & Armitage,-87.67752329,41.91765787
15767,485,NARRAGANSETT,86,Narragansett & Berteau,-87.78658197,41.95645645
6166,486,ASHLAND,9,Ashland & 76th Street,-87.66344732,41.75570241
3156,487,KEDZIE,52,Kedzie & Harrison (Blue Line),-87.70579833,41.87358262
9653,488,AUSTIN,91,Austin & Diversey,-87.77583592,41.93108677
6228,489,ASHLAND,9,Ashland & 14th Street,-87.66616127,41.86315748
5941,490,HALSTED,"8,132",Halsted & Chicago,-87.6476005,41.89671578
14967,491,NAGLE,"86,91",Nagle & Higgins,-87.78776243,41.9764704
14762,492,ORLEANS,"37,125",Orleans & Grand,-87.63692902,41.89174214
8948,493,DAMEN,50,Damen & Grace,-87.678578,41.950422
5433,494,BROADWAY,36,Broadway & Rosemont,-87.66033017,41.99622913
8750,495,DAMEN,50,Damen & 33rd Street,-87.675298,41.833939
1203,496,SHERIDAN,"147,151,155",Sheridan & Arthur (Red Line),-87.66060059,42.00038209
9095,497,PULASKI,53,Pulaski & Lake (Green Line),-87.72569999,41.8853764
1676,498,WESTERN,49B,Western & Granville,-87.689681,41.993997
9126,499,PULASKI,53,Pulaski & Milwaukee,-87.727138,41.940882
1191,500,SHERIDAN,"136,147,151",Sheridan & Thorndale,-87.655308,41.990272
9084,501,PULASKI,53,Pulaski & Arthington,-87.7252174,41.86992159
486,502,MADISON,20,Madison & Hamlin,-87.72097816,41.88086554
7762,503,PERSHING,39,Pershing & Normal,-87.63851462,41.82362964
17679,504,INDIANA,39,Indiana & 41st Street,-87.62137459,41.82032023
14848,505,26TH STREET,60,26th Street & Pulaski,-87.72482355,41.84432128
17180,506,ASHLAND,"9,X9",Ashland & North Ave,-87.66754012,41.91079268
17320,507,PULASKI,53,Pulaski & Elston,-87.72771187,41.95984955
9924,508,NORTHWEST HWY,68,Northwest Hwy & Ozark,-87.82024993,42.00524887
4955,509,DAMEN,50,Damen & Lawrence,-87.6790721,41.9686349
2437,510,LAFAYETTE,29,Lafayette & 71st Street,-87.62664517,41.76532402
5450,511,MILWAUKEE,56,Milwaukee & Addison,-87.73598605,41.9463881
6252,512,ASHLAND,"9,X9",Ashland & Milwaukee (Blue Line),-87.667365,41.903734
11465,513,RIDGE,84,Ridge & Glenwood,-87.665155,41.986654
1414,514,LASALLE,156,LaSalle & Goethe,-87.63311331,41.90557247
10000,515,KEDZIE,52A,Kedzie & 77th Street,-87.702456,41.753379
1136,516,LAKE SHORE,151,Lake Shore & Schiller,-87.62576,41.908064
11698,517,NARRAGANSETT,86,Narragansett & Wellington,-87.785877,41.934734
11466,518,RIDGE,84,Ridge & Wayne,-87.66380184,41.98583095
16114,519,BLUE ISLAND,60,Blue Island & Damen,-87.67539726,41.84857231
11584,520,CENTRAL,85,Central & Lake,-87.76504156,41.88787356
6260,521,ASHLAND,9,Ashland & Armitage,-87.667794,41.917828
11272,522,KIMBALL,82,Kimball & Elston,-87.712713,41.949253
8876,523,DAMEN,50,Damen & Taylor,-87.67637797,41.86922998
15215,524,MILWAUKEE,56,Milwaukee & Central Park,-87.71688531,41.93475823
4511,525,ARCHER,62,Archer & Kostner,-87.73309783,41.8002799
7195,526,STONY ISLAND,28,Stony Island & South Chicago/79th Street,-87.5860046,41.75121319
16186,527,LOOMIS,60,Loomis & Cermak,-87.66125787,41.852533
14772,528,CICERO,54,Cicero & Madison,-87.74537109,41.88023178
9058,529,PULASKI,53,Pulaski & 26th Street,-87.72464904,41.84437938
1061,530,LAKE SHORE,"135,146,151,152",Lake Shore & Grace,-87.64511379,41.95205777
